label,gender,profession,ideology_binary,ideology_multiclass
0281b081d05d7eeeca8be8cd6fbda012,male,journalist,left,moderate_left
0281b081d05d7eeeca8be8cd6fbda012,male,journalist,left,moderate_left
0281b081d05d7eeeca8be8cd6fbda012,male,journalist,left,moderate_left
0281b081d05d7eeeca8be8cd6fbda012,male,journalist,left,moderate_left
0281b081d05d7eeeca8be8cd6fbda012,male,journalist,left,moderate_left
0281b081d05d7eeeca8be8cd6fbda012,male,journalist,left,moderate_left
0281b081d05d7eeeca8be8cd6fbda012,male,journalist,left,moderate_left
0281b081d05d7eeeca8be8cd6fbda012,male,journalist,left,moderate_left
0281b081d05d7eeeca8be8cd6fbda012,male,journalist,left,moderate_left
0281b081d05d7eeeca8be8cd6fbda012,male,journalist,left,moderate_left
0281b081d05d7eeeca8be8cd6fbda012,male,journalist,left,moderate_left
0281b081d05d7eeeca8be8cd6fbda012,male,journalist,left,moderate_left
0281b081d05d7eeeca8be8cd6fbda012,male,journalist,left,moderate_left
0281b081d05d7eeeca8be8cd6fbda012,male,journalist,left,moderate_left
02847e9520c09383f0eef78bf0a2db3f,male,politician,left,moderate_left
02847e9520c09383f0eef78bf0a2db3f,male,politician,left,moderate_left
02847e9520c09383f0eef78bf0a2db3f,male,politician,left,moderate_left
02847e9520c09383f0eef78bf0a2db3f,male,politician,left,moderate_left
02847e9520c09383f0eef78bf0a2db3f,male,politician,left,moderate_left
02847e9520c09383f0eef78bf0a2db3f,male,politician,left,moderate_left
02847e9520c09383f0eef78bf0a2db3f,male,politician,left,moderate_left
02847e9520c09383f0eef78bf0a2db3f,male,politician,left,moderate_left
02847e9520c09383f0eef78bf0a2db3f,male,politician,left,moderate_left
02847e9520c09383f0eef78bf0a2db3f,male,politician,left,moderate_left
02847e9520c09383f0eef78bf0a2db3f,male,politician,left,moderate_left
02847e9520c09383f0eef78bf0a2db3f,male,politician,left,moderate_left
02847e9520c09383f0eef78bf0a2db3f,male,politician,left,moderate_left
02847e9520c09383f0eef78bf0a2db3f,male,politician,left,moderate_left
02847e9520c09383f0eef78bf0a2db3f,male,politician,left,moderate_left
02847e9520c09383f0eef78bf0a2db3f,male,politician,left,moderate_left
02847e9520c09383f0eef78bf0a2db3f,male,politician,left,moderate_left
02847e9520c09383f0eef78bf0a2db3f,male,politician,left,moderate_left
02847e9520c09383f0eef78bf0a2db3f,male,politician,left,moderate_left
02847e9520c09383f0eef78bf0a2db3f,male,politician,left,moderate_left
02847e9520c09383f0eef78bf0a2db3f,male,politician,left,moderate_left
02847e9520c09383f0eef78bf0a2db3f,male,politician,left,moderate_left
02847e9520c09383f0eef78bf0a2db3f,male,politician,left,moderate_left
02847e9520c09383f0eef78bf0a2db3f,male,politician,left,moderate_left
02847e9520c09383f0eef78bf0a2db3f,male,politician,left,moderate_left
02847e9520c09383f0eef78bf0a2db3f,male,politician,left,moderate_left
02847e9520c09383f0eef78bf0a2db3f,male,politician,left,moderate_left
02847e9520c09383f0eef78bf0a2db3f,male,politician,left,moderate_left
02847e9520c09383f0eef78bf0a2db3f,male,politician,left,moderate_left
02847e9520c09383f0eef78bf0a2db3f,male,politician,left,moderate_left
02847e9520c09383f0eef78bf0a2db3f,male,politician,left,moderate_left
02847e9520c09383f0eef78bf0a2db3f,male,politician,left,moderate_left
02847e9520c09383f0eef78bf0a2db3f,male,politician,left,moderate_left
02847e9520c09383f0eef78bf0a2db3f,male,politician,left,moderate_left
02847e9520c09383f0eef78bf0a2db3f,male,politician,left,moderate_left
02847e9520c09383f0eef78bf0a2db3f,male,politician,left,moderate_left
02847e9520c09383f0eef78bf0a2db3f,male,politician,left,moderate_left
02847e9520c09383f0eef78bf0a2db3f,male,politician,left,moderate_left
02847e9520c09383f0eef78bf0a2db3f,male,politician,left,moderate_left
02847e9520c09383f0eef78bf0a2db3f,male,politician,left,moderate_left
02847e9520c09383f0eef78bf0a2db3f,male,politician,left,moderate_left
02847e9520c09383f0eef78bf0a2db3f,male,politician,left,moderate_left
02847e9520c09383f0eef78bf0a2db3f,male,politician,left,moderate_left
02847e9520c09383f0eef78bf0a2db3f,male,politician,left,moderate_left
02847e9520c09383f0eef78bf0a2db3f,male,politician,left,moderate_left
02847e9520c09383f0eef78bf0a2db3f,male,politician,left,moderate_left
02847e9520c09383f0eef78bf0a2db3f,male,politician,left,moderate_left
02847e9520c09383f0eef78bf0a2db3f,male,politician,left,moderate_left
02847e9520c09383f0eef78bf0a2db3f,male,politician,left,moderate_left
02847e9520c09383f0eef78bf0a2db3f,male,politician,left,moderate_left
02847e9520c09383f0eef78bf0a2db3f,male,politician,left,moderate_left
02847e9520c09383f0eef78bf0a2db3f,male,politician,left,moderate_left
02847e9520c09383f0eef78bf0a2db3f,male,politician,left,moderate_left
02847e9520c09383f0eef78bf0a2db3f,male,politician,left,moderate_left
02847e9520c09383f0eef78bf0a2db3f,male,politician,left,moderate_left
02847e9520c09383f0eef78bf0a2db3f,male,politician,left,moderate_left
02847e9520c09383f0eef78bf0a2db3f,male,politician,left,moderate_left
02847e9520c09383f0eef78bf0a2db3f,male,politician,left,moderate_left
02847e9520c09383f0eef78bf0a2db3f,male,politician,left,moderate_left
02847e9520c09383f0eef78bf0a2db3f,male,politician,left,moderate_left
02847e9520c09383f0eef78bf0a2db3f,male,politician,left,moderate_left
02847e9520c09383f0eef78bf0a2db3f,male,politician,left,moderate_left
02847e9520c09383f0eef78bf0a2db3f,male,politician,left,moderate_left
02847e9520c09383f0eef78bf0a2db3f,male,politician,left,moderate_left
02847e9520c09383f0eef78bf0a2db3f,male,politician,left,moderate_left
02847e9520c09383f0eef78bf0a2db3f,male,politician,left,moderate_left
02847e9520c09383f0eef78bf0a2db3f,male,politician,left,moderate_left
02847e9520c09383f0eef78bf0a2db3f,male,politician,left,moderate_left
02847e9520c09383f0eef78bf0a2db3f,male,politician,left,moderate_left
02847e9520c09383f0eef78bf0a2db3f,male,politician,left,moderate_left
02847e9520c09383f0eef78bf0a2db3f,male,politician,left,moderate_left
02847e9520c09383f0eef78bf0a2db3f,male,politician,left,moderate_left
02847e9520c09383f0eef78bf0a2db3f,male,politician,left,moderate_left
02847e9520c09383f0eef78bf0a2db3f,male,politician,left,moderate_left
02847e9520c09383f0eef78bf0a2db3f,male,politician,left,moderate_left
02847e9520c09383f0eef78bf0a2db3f,male,politician,left,moderate_left
02847e9520c09383f0eef78bf0a2db3f,male,politician,left,moderate_left
02847e9520c09383f0eef78bf0a2db3f,male,politician,left,moderate_left
02847e9520c09383f0eef78bf0a2db3f,male,politician,left,moderate_left
02847e9520c09383f0eef78bf0a2db3f,male,politician,left,moderate_left
02e0f6e09f29697d56432c85054b0c30,male,journalist,left,moderate_left
02e0f6e09f29697d56432c85054b0c30,male,journalist,left,moderate_left
02e0f6e09f29697d56432c85054b0c30,male,journalist,left,moderate_left
02e0f6e09f29697d56432c85054b0c30,male,journalist,left,moderate_left
02e0f6e09f29697d56432c85054b0c30,male,journalist,left,moderate_left
02e0f6e09f29697d56432c85054b0c30,male,journalist,left,moderate_left
02e0f6e09f29697d56432c85054b0c30,male,journalist,left,moderate_left
02e0f6e09f29697d56432c85054b0c30,male,journalist,left,moderate_left
02e0f6e09f29697d56432c85054b0c30,male,journalist,left,moderate_left
02e0f6e09f29697d56432c85054b0c30,male,journalist,left,moderate_left
02e0f6e09f29697d56432c85054b0c30,male,journalist,left,moderate_left
02e0f6e09f29697d56432c85054b0c30,male,journalist,left,moderate_left
02e0f6e09f29697d56432c85054b0c30,male,journalist,left,moderate_left
02e0f6e09f29697d56432c85054b0c30,male,journalist,left,moderate_left
02e0f6e09f29697d56432c85054b0c30,male,journalist,left,moderate_left
02e0f6e09f29697d56432c85054b0c30,male,journalist,left,moderate_left
02e0f6e09f29697d56432c85054b0c30,male,journalist,left,moderate_left
02e0f6e09f29697d56432c85054b0c30,male,journalist,left,moderate_left
02e0f6e09f29697d56432c85054b0c30,male,journalist,left,moderate_left
02e0f6e09f29697d56432c85054b0c30,male,journalist,left,moderate_left
02e0f6e09f29697d56432c85054b0c30,male,journalist,left,moderate_left
02e0f6e09f29697d56432c85054b0c30,male,journalist,left,moderate_left
02e0f6e09f29697d56432c85054b0c30,male,journalist,left,moderate_left
02e0f6e09f29697d56432c85054b0c30,male,journalist,left,moderate_left
02e0f6e09f29697d56432c85054b0c30,male,journalist,left,moderate_left
02e0f6e09f29697d56432c85054b0c30,male,journalist,left,moderate_left
02e0f6e09f29697d56432c85054b0c30,male,journalist,left,moderate_left
02e0f6e09f29697d56432c85054b0c30,male,journalist,left,moderate_left
02e0f6e09f29697d56432c85054b0c30,male,journalist,left,moderate_left
02e0f6e09f29697d56432c85054b0c30,male,journalist,left,moderate_left
02e0f6e09f29697d56432c85054b0c30,male,journalist,left,moderate_left
02e0f6e09f29697d56432c85054b0c30,male,journalist,left,moderate_left
02e0f6e09f29697d56432c85054b0c30,male,journalist,left,moderate_left
02e0f6e09f29697d56432c85054b0c30,male,journalist,left,moderate_left
02e0f6e09f29697d56432c85054b0c30,male,journalist,left,moderate_left
02e0f6e09f29697d56432c85054b0c30,male,journalist,left,moderate_left
02e0f6e09f29697d56432c85054b0c30,male,journalist,left,moderate_left
02e0f6e09f29697d56432c85054b0c30,male,journalist,left,moderate_left
02e0f6e09f29697d56432c85054b0c30,male,journalist,left,moderate_left
02e0f6e09f29697d56432c85054b0c30,male,journalist,left,moderate_left
02e0f6e09f29697d56432c85054b0c30,male,journalist,left,moderate_left
02e0f6e09f29697d56432c85054b0c30,male,journalist,left,moderate_left
02e0f6e09f29697d56432c85054b0c30,male,journalist,left,moderate_left
02e0f6e09f29697d56432c85054b0c30,male,journalist,left,moderate_left
02e0f6e09f29697d56432c85054b0c30,male,journalist,left,moderate_left
02e0f6e09f29697d56432c85054b0c30,male,journalist,left,moderate_left
02e0f6e09f29697d56432c85054b0c30,male,journalist,left,moderate_left
02e0f6e09f29697d56432c85054b0c30,male,journalist,left,moderate_left
02e0f6e09f29697d56432c85054b0c30,male,journalist,left,moderate_left
02e0f6e09f29697d56432c85054b0c30,male,journalist,left,moderate_left
02e0f6e09f29697d56432c85054b0c30,male,journalist,left,moderate_left
02e0f6e09f29697d56432c85054b0c30,male,journalist,left,moderate_left
02e0f6e09f29697d56432c85054b0c30,male,journalist,left,moderate_left
02e0f6e09f29697d56432c85054b0c30,male,journalist,left,moderate_left
02e0f6e09f29697d56432c85054b0c30,male,journalist,left,moderate_left
02e0f6e09f29697d56432c85054b0c30,male,journalist,left,moderate_left
02e0f6e09f29697d56432c85054b0c30,male,journalist,left,moderate_left
02e0f6e09f29697d56432c85054b0c30,male,journalist,left,moderate_left
02e0f6e09f29697d56432c85054b0c30,male,journalist,left,moderate_left
02e0f6e09f29697d56432c85054b0c30,male,journalist,left,moderate_left
02e0f6e09f29697d56432c85054b0c30,male,journalist,left,moderate_left
02e0f6e09f29697d56432c85054b0c30,male,journalist,left,moderate_left
02e0f6e09f29697d56432c85054b0c30,male,journalist,left,moderate_left
02e0f6e09f29697d56432c85054b0c30,male,journalist,left,moderate_left
02e0f6e09f29697d56432c85054b0c30,male,journalist,left,moderate_left
02e0f6e09f29697d56432c85054b0c30,male,journalist,left,moderate_left
02e0f6e09f29697d56432c85054b0c30,male,journalist,left,moderate_left
02e0f6e09f29697d56432c85054b0c30,male,journalist,left,moderate_left
02e0f6e09f29697d56432c85054b0c30,male,journalist,left,moderate_left
02e0f6e09f29697d56432c85054b0c30,male,journalist,left,moderate_left
02e0f6e09f29697d56432c85054b0c30,male,journalist,left,moderate_left
02e0f6e09f29697d56432c85054b0c30,male,journalist,left,moderate_left
02e0f6e09f29697d56432c85054b0c30,male,journalist,left,moderate_left
02e0f6e09f29697d56432c85054b0c30,male,journalist,left,moderate_left
02e0f6e09f29697d56432c85054b0c30,male,journalist,left,moderate_left
02e0f6e09f29697d56432c85054b0c30,male,journalist,left,moderate_left
02e0f6e09f29697d56432c85054b0c30,male,journalist,left,moderate_left
02e0f6e09f29697d56432c85054b0c30,male,journalist,left,moderate_left
02e0f6e09f29697d56432c85054b0c30,male,journalist,left,moderate_left
02e0f6e09f29697d56432c85054b0c30,male,journalist,left,moderate_left
03056ef7c5f0da9e1c55b15d5fdd4f04,male,journalist,left,moderate_left
03056ef7c5f0da9e1c55b15d5fdd4f04,male,journalist,left,moderate_left
03056ef7c5f0da9e1c55b15d5fdd4f04,male,journalist,left,moderate_left
03056ef7c5f0da9e1c55b15d5fdd4f04,male,journalist,left,moderate_left
03056ef7c5f0da9e1c55b15d5fdd4f04,male,journalist,left,moderate_left
03056ef7c5f0da9e1c55b15d5fdd4f04,male,journalist,left,moderate_left
03056ef7c5f0da9e1c55b15d5fdd4f04,male,journalist,left,moderate_left
03056ef7c5f0da9e1c55b15d5fdd4f04,male,journalist,left,moderate_left
03056ef7c5f0da9e1c55b15d5fdd4f04,male,journalist,left,moderate_left
03056ef7c5f0da9e1c55b15d5fdd4f04,male,journalist,left,moderate_left
03056ef7c5f0da9e1c55b15d5fdd4f04,male,journalist,left,moderate_left
03056ef7c5f0da9e1c55b15d5fdd4f04,male,journalist,left,moderate_left
03056ef7c5f0da9e1c55b15d5fdd4f04,male,journalist,left,moderate_left
03056ef7c5f0da9e1c55b15d5fdd4f04,male,journalist,left,moderate_left
03056ef7c5f0da9e1c55b15d5fdd4f04,male,journalist,left,moderate_left
03056ef7c5f0da9e1c55b15d5fdd4f04,male,journalist,left,moderate_left
03056ef7c5f0da9e1c55b15d5fdd4f04,male,journalist,left,moderate_left
03056ef7c5f0da9e1c55b15d5fdd4f04,male,journalist,left,moderate_left
03056ef7c5f0da9e1c55b15d5fdd4f04,male,journalist,left,moderate_left
03056ef7c5f0da9e1c55b15d5fdd4f04,male,journalist,left,moderate_left
03056ef7c5f0da9e1c55b15d5fdd4f04,male,journalist,left,moderate_left
03056ef7c5f0da9e1c55b15d5fdd4f04,male,journalist,left,moderate_left
03056ef7c5f0da9e1c55b15d5fdd4f04,male,journalist,left,moderate_left
03056ef7c5f0da9e1c55b15d5fdd4f04,male,journalist,left,moderate_left
03056ef7c5f0da9e1c55b15d5fdd4f04,male,journalist,left,moderate_left
03056ef7c5f0da9e1c55b15d5fdd4f04,male,journalist,left,moderate_left
03056ef7c5f0da9e1c55b15d5fdd4f04,male,journalist,left,moderate_left
03056ef7c5f0da9e1c55b15d5fdd4f04,male,journalist,left,moderate_left
03056ef7c5f0da9e1c55b15d5fdd4f04,male,journalist,left,moderate_left
03056ef7c5f0da9e1c55b15d5fdd4f04,male,journalist,left,moderate_left
03056ef7c5f0da9e1c55b15d5fdd4f04,male,journalist,left,moderate_left
03056ef7c5f0da9e1c55b15d5fdd4f04,male,journalist,left,moderate_left
03056ef7c5f0da9e1c55b15d5fdd4f04,male,journalist,left,moderate_left
03056ef7c5f0da9e1c55b15d5fdd4f04,male,journalist,left,moderate_left
03056ef7c5f0da9e1c55b15d5fdd4f04,male,journalist,left,moderate_left
03056ef7c5f0da9e1c55b15d5fdd4f04,male,journalist,left,moderate_left
03056ef7c5f0da9e1c55b15d5fdd4f04,male,journalist,left,moderate_left
03056ef7c5f0da9e1c55b15d5fdd4f04,male,journalist,left,moderate_left
03056ef7c5f0da9e1c55b15d5fdd4f04,male,journalist,left,moderate_left
03056ef7c5f0da9e1c55b15d5fdd4f04,male,journalist,left,moderate_left
03056ef7c5f0da9e1c55b15d5fdd4f04,male,journalist,left,moderate_left
03056ef7c5f0da9e1c55b15d5fdd4f04,male,journalist,left,moderate_left
03056ef7c5f0da9e1c55b15d5fdd4f04,male,journalist,left,moderate_left
03056ef7c5f0da9e1c55b15d5fdd4f04,male,journalist,left,moderate_left
03056ef7c5f0da9e1c55b15d5fdd4f04,male,journalist,left,moderate_left
03056ef7c5f0da9e1c55b15d5fdd4f04,male,journalist,left,moderate_left
03056ef7c5f0da9e1c55b15d5fdd4f04,male,journalist,left,moderate_left
03056ef7c5f0da9e1c55b15d5fdd4f04,male,journalist,left,moderate_left
03056ef7c5f0da9e1c55b15d5fdd4f04,male,journalist,left,moderate_left
03056ef7c5f0da9e1c55b15d5fdd4f04,male,journalist,left,moderate_left
03056ef7c5f0da9e1c55b15d5fdd4f04,male,journalist,left,moderate_left
03056ef7c5f0da9e1c55b15d5fdd4f04,male,journalist,left,moderate_left
03056ef7c5f0da9e1c55b15d5fdd4f04,male,journalist,left,moderate_left
03056ef7c5f0da9e1c55b15d5fdd4f04,male,journalist,left,moderate_left
03056ef7c5f0da9e1c55b15d5fdd4f04,male,journalist,left,moderate_left
03056ef7c5f0da9e1c55b15d5fdd4f04,male,journalist,left,moderate_left
03056ef7c5f0da9e1c55b15d5fdd4f04,male,journalist,left,moderate_left
03056ef7c5f0da9e1c55b15d5fdd4f04,male,journalist,left,moderate_left
03056ef7c5f0da9e1c55b15d5fdd4f04,male,journalist,left,moderate_left
03056ef7c5f0da9e1c55b15d5fdd4f04,male,journalist,left,moderate_left
03056ef7c5f0da9e1c55b15d5fdd4f04,male,journalist,left,moderate_left
03056ef7c5f0da9e1c55b15d5fdd4f04,male,journalist,left,moderate_left
03056ef7c5f0da9e1c55b15d5fdd4f04,male,journalist,left,moderate_left
03056ef7c5f0da9e1c55b15d5fdd4f04,male,journalist,left,moderate_left
03056ef7c5f0da9e1c55b15d5fdd4f04,male,journalist,left,moderate_left
03056ef7c5f0da9e1c55b15d5fdd4f04,male,journalist,left,moderate_left
03056ef7c5f0da9e1c55b15d5fdd4f04,male,journalist,left,moderate_left
03056ef7c5f0da9e1c55b15d5fdd4f04,male,journalist,left,moderate_left
03056ef7c5f0da9e1c55b15d5fdd4f04,male,journalist,left,moderate_left
03056ef7c5f0da9e1c55b15d5fdd4f04,male,journalist,left,moderate_left
03056ef7c5f0da9e1c55b15d5fdd4f04,male,journalist,left,moderate_left
03056ef7c5f0da9e1c55b15d5fdd4f04,male,journalist,left,moderate_left
03056ef7c5f0da9e1c55b15d5fdd4f04,male,journalist,left,moderate_left
03056ef7c5f0da9e1c55b15d5fdd4f04,male,journalist,left,moderate_left
